ts,event,symbol,detail
1755209618803,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209619537,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209619541,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209620341,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209620341,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209621183,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209621183,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209621943,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209621943,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209622746,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209622746,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209623543,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209623544,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209624345,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209624345,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209625145,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209625147,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209625947,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209625947,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209626759,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209626759,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209627547,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209627547,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209628348,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209628348,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209629147,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209629151,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209630124,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209630125,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209630750,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209630752,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209631550,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209631554,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209632353,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209632355,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209633156,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209633156,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209633957,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209633957,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209634756,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209634756,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209635556,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209635556,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209636358,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209636358,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209637158,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209637158,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209638327,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209638327,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209638795,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209639598,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209640399,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209640399,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209641199,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209641199,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209641999,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209641999,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209642802,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209642802,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209643601,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209643601,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209644402,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209644402,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209645202,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209645202,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209646617,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209646617,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209647090,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209647886,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209647887,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209648730,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209648730,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209649487,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209649489,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209650289,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209650289,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209651089,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209651089,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209651893,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209651893,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209652693,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209652694,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209653494,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209653494,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209654295,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209654295,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209655095,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209655095,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209655896,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209655896,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209656694,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209656695,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209657496,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209657496,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209658298,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209658299,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209659098,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209659099,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209659897,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209659899,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209660700,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209660700,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209661502,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209661502,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209662341,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209662341,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209663101,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209663101,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209663903,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209663903,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209664703,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209664705,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209665502,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209665505,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209666307,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209666307,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209667108,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209667108,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209667907,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209667907,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209668705,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209668708,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209669507,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209669507,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209670311,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209670311,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209671111,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209671112,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209671909,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209671909,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209672713,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209672713,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209673513,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209673513,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209674318,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209674318,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209675116,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209675116,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209675918,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209675918,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209676719,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209676719,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209677518,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209677518,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209678320,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209678322,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209679122,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209679122,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209679918,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209679920,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209680721,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209680721,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209681524,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209681524,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209682323,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209682323,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209683123,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209683123,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209683953,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209683956,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209684726,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209684726,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209685527,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209685527,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209686326,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209686330,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209687127,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209687127,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209687929,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209687929,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209688730,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209688730,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209689531,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209689531,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209690327,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209690329,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209691129,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209691132,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209691935,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209691935,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209692734,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209692734,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209693530,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209693535,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209694337,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209694337,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209695135,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209695135,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209695936,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209695936,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209696736,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209696736,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209697536,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209697539,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209698339,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209698339,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209699139,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209699140,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209699940,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209699972,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209700742,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209700745,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209701542,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209701542,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209702348,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209702348,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209703147,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209703147,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209703942,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209703946,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209704746,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209704746,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209705547,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209705547,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209706348,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209707148,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209707148,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209707950,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209707950,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209708750,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209708750,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209709550,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209709550,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209710349,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209710351,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209711152,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209711169,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209711951,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209711953,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209712839,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209712839,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209713558,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209713559,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209714358,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209714361,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209715159,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209715162,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209715962,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209715962,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209716765,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209716765,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209717562,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209717562,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209718362,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209718364,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209719162,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209719189,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209719966,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209719966,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209720769,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209720769,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209721566,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209721567,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209722370,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209722370,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209723169,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209723171,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209723967,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209723969,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209724768,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209724770,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209725573,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209725573,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209726370,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209726374,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209727172,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209727172,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209728070,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209728775,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209728775,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209729576,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209729576,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209730377,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209730377,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209731177,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209731178,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209731979,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209731979,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209732780,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209732780,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209733581,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209733581,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209734381,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209734381,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209735182,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209735182,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209735982,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209735982,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209736786,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209736787,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209737585,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209737585,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209738386,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209738387,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209739185,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209739188,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209739986,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209739989,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209740794,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209740794,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209741590,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209741592,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209742392,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209742392,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209743195,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209743195,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209743994,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209743995,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209744794,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209744794,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209745598,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209745598,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209746397,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209746397,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209747197,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
